folio,fecha,hora_inicio,hora_fin,duracion_min,encuestador_id,encuestador_nombre,seccion,satisfaccion_amlo,satisfaccion_cs,programas_bienestar,sabia_designacion,conoce_ivan,opinion_ivan,cercania_ivan,representa_4t,intencion_voto,descripcion_ivan,prioridad_gobernador,edad,sexo,nivel_educativo,recibe_bienestar
IGU-0101,2025-06-02,09:51,09:59,8.8,E14,Manuel Ortega,1522,Satisfecho,Muy satisfecho,Nada,No sabe / No contesta,No,No aplica,Muy cercano,No,No sabe / No contesta,Es un operador del gobierno federal,Programas sociales,66,Mujer,Secundaria,No
IGU-0102,2025-06-02,13:53,14:04,11.7,E14,Manuel Ortega,2830,Muy satisfecho,Regular,Poco,"Sí, lo sabía",Sí,No sabe / No contesta,Algo cercano,No sabe / No contesta,No sabe / No contesta,Es una persona de trabajo y territorio,Educación,68,Hombre,Universidad,No
IGU-0103,2025-06-02,09:04,09:16,12.0,E14,Manuel Ortega,2830,Muy satisfecho,Satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,Probablemente no,No tengo una opinión clara,Seguridad,50,Hombre,Secundaria,Sí
IGU-0104,2025-06-02,15:07,15:17,10.6,E14,Manuel Ortega,1538,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,"Sí, totalmente",No sabe / No contesta,No tengo una opinión clara,Educación,50,Hombre,Secundaria,Sí
IGU-0105,2025-06-02,11:13,11:25,12.5,E26,Iván Rojas,1526,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Regular,Poco cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,47,Hombre,Secundaria,Sí
IGU-0106,2025-06-02,11:39,11:53,14.2,E26,Iván Rojas,1526,Satisfecho,Satisfecho,Nada,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,Es un operador del gobierno federal,Infraestructura,41,Hombre,Preparatoria,Sí
IGU-0107,2025-06-02,10:51,11:09,18.7,E26,Iván Rojas,1526,Regular,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Algo cercano,En parte,Probablemente sí,No tengo una opinión clara,Seguridad,71,Mujer,Preparatoria,Sí
IGU-0108,2025-06-02,12:46,12:59,13.5,E26,Iván Rojas,1521,Muy satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,21,Mujer,Preparatoria,Sí
IGU-0109,2025-06-02,15:21,15:34,13.8,E26,Iván Rojas,1512,Muy satisfecho,Muy satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Algo cercano,"Sí, totalmente",No sabe / No contesta,No tengo una opinión clara,Empleo / economía,36,Hombre,Universidad,No
IGU-0110,2025-06-02,12:35,12:47,12.8,E26,Iván Rojas,1526,Satisfecho,Regular,Algo,No sabe / No contesta,No,No aplica,Algo cercano,"Sí, totalmente",No sabe / No contesta,No lo conozco bien,Seguridad,73,Hombre,Secundaria,Sí
IGU-0111,2025-06-02,10:54,11:01,7.2,E26,Iván Rojas,1526,Regular,Regular,Nada,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,27,Hombre,Universidad,No
IGU-0112,2025-06-02,15:32,15:44,12.9,E26,Iván Rojas,2830,Insatisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Regular,Algo cercano,No,No sabe / No contesta,Es una persona de trabajo y territorio,Seguridad,46,Hombre,Secundaria,No
IGU-0113,2025-06-02,15:57,16:10,13.2,E04,Luis Torres,1483,Insatisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Regular,Algo cercano,No sabe / No contesta,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,35,Hombre,Universidad,No
IGU-0114,2025-06-02,12:38,12:58,20.4,E04,Luis Torres,1483,Satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,No,Es un operador del gobierno federal,Seguridad,29,Mujer,Preparatoria,No
IGU-0115,2025-06-02,15:52,16:04,12.4,E04,Luis Torres,1483,Satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,46,Mujer,Primaria,No
IGU-0116,2025-06-02,14:09,14:22,13.9,E04,Luis Torres,1514,Satisfecho,Regular,Mucho,No lo sabía y no me interesa,Sí,Regular,Algo cercano,En parte,No sabe / No contesta,Es una persona de trabajo y territorio,Salud,18,Hombre,Secundaria,No
IGU-0117,2025-06-02,16:48,17:00,12.9,E04,Luis Torres,1483,Muy satisfecho,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Algo cercano,No,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,34,Hombre,Universidad,Sí
IGU-0118,2025-06-02,15:29,15:38,9.5,E04,Luis Torres,1483,Regular,Insatisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Salud,55,Mujer,Secundaria,Sí
IGU-0119,2025-06-02,13:41,13:57,16.4,E56,Fabiola Olvera,1531,Satisfecho,Regular,Mucho,No lo sabía y no me interesa,Sí,No sabe / No contesta,Poco cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,64,Mujer,Secundaria,No
IGU-0120,2025-06-02,13:28,13:43,15.3,E56,Fabiola Olvera,1531,Muy satisfecho,Regular,Nada,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,No,Es una persona de trabajo y territorio,Programas sociales,18,Hombre,Preparatoria,Sí
IGU-0121,2025-06-02,16:47,17:02,15.4,E56,Fabiola Olvera,1531,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,Probablemente sí,No tengo una opinión clara,Seguridad,70,Mujer,Secundaria,No
IGU-0122,2025-06-02,11:03,11:13,10.3,E56,Fabiola Olvera,1492,Muy satisfecho,Satisfecho,Poco,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Infraestructura,32,Hombre,Universidad,Sí
IGU-0123,2025-06-02,09:16,09:33,17.2,E56,Fabiola Olvera,1531,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Muy cercano,"Sí, totalmente",Probablemente sí,Es un operador del gobierno federal,Educación,54,Mujer,Posgrado,No
IGU-0124,2025-06-02,16:41,16:49,8.8,E56,Fabiola Olvera,1531,Regular,Regular,Algo,"Sí, lo sabía",Sí,Muy buena,No sabe / No contesta,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Salud,38,Hombre,Secundaria,Sí
IGU-0125,2025-06-02,16:55,17:09,14.8,E56,Fabiola Olvera,1531,Muy satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Seguridad,62,Mujer,Preparatoria,No
IGU-0126,2025-06-02,09:38,09:57,19.6,E56,Fabiola Olvera,1535,Muy satisfecho,Regular,Nada,"No lo sabía, pero me parece bien",Sí,Regular,Muy cercano,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,42,Hombre,Preparatoria,No
IGU-0127,2025-06-02,11:06,11:16,10.0,E56,Fabiola Olvera,1560,Regular,Muy satisfecho,Mucho,No lo sabía y no me interesa,Sí,Regular,Poco cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,41,Mujer,Primaria,Sí
IGU-0128,2025-06-02,09:52,10:03,11.3,E25,Marco Vargas,1511,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Seguridad,75,Mujer,Posgrado,Sí
IGU-0129,2025-06-02,10:26,10:39,13.3,E25,Marco Vargas,1511,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,33,Mujer,Preparatoria,Sí
IGU-0130,2025-06-02,09:03,09:14,11.5,E25,Marco Vargas,1511,Insatisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Buena,Algo cercano,No sabe / No contesta,No sabe / No contesta,No tengo una opinión clara,Seguridad,38,Mujer,Preparatoria,Sí
IGU-0131,2025-06-02,11:29,11:37,8.3,E25,Marco Vargas,1530,Regular,Satisfecho,Nada,No lo sabía y no me interesa,No,No aplica,Algo cercano,"Sí, totalmente",No,Es una persona de trabajo y territorio,Salud,30,Mujer,Preparatoria,No
IGU-0132,2025-06-02,12:56,13:09,13.2,E25,Marco Vargas,1511,Insatisfecho,Muy satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Muy cercano,No sabe / No contesta,No,No lo conozco bien,Seguridad,37,Hombre,Preparatoria,No
IGU-0133,2025-06-02,14:06,14:15,9.8,E25,Marco Vargas,1511,Satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Regular,Algo cercano,No,Probablemente sí,No tengo una opinión clara,Empleo / economía,58,Mujer,Primaria,Sí
IGU-0134,2025-06-02,14:13,14:27,14.4,E25,Marco Vargas,1511,Muy satisfecho,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,No sabe / No contesta,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Empleo / economía,51,Mujer,Preparatoria,Sí
IGU-0135,2025-06-02,14:47,14:57,10.2,E25,Marco Vargas,1511,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,En parte,No sabe / No contesta,Es una persona de trabajo y territorio,Salud,27,Hombre,Secundaria,No
IGU-0136,2025-06-02,09:49,10:06,17.6,E25,Marco Vargas,1511,Satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Regular,Muy cercano,No sabe / No contesta,Probablemente no,No lo conozco bien,Seguridad,65,Hombre,Secundaria,Sí
IGU-0137,2025-06-02,10:58,11:08,10.7,E25,Marco Vargas,1511,Regular,Satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Algo cercano,No,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,18,Mujer,Secundaria,No
IGU-0138,2025-06-02,09:52,10:04,12.0,E25,Marco Vargas,1511,Regular,Satisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Poco cercano,En parte,No sabe / No contesta,Es una persona de trabajo y territorio,Empleo / economía,43,Mujer,Secundaria,No
IGU-0139,2025-06-02,15:01,15:16,15.4,E25,Marco Vargas,1511,Regular,Insatisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,42,Hombre,Primaria,Sí
IGU-0140,2025-06-02,14:30,14:39,9.3,E01,Carlos Mendoza,1515,Insatisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,No sabe / No contesta,Probablemente no,No lo conozco bien,Salud,49,Hombre,Universidad,No
IGU-0141,2025-06-02,14:50,15:03,13.7,E01,Carlos Mendoza,1515,Satisfecho,Regular,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,36,Hombre,Preparatoria,No
IGU-0142,2025-06-02,09:57,10:13,16.9,E01,Carlos Mendoza,1515,Satisfecho,Muy satisfecho,Algo,No sabe / No contesta,No,No aplica,Algo cercano,No,No,Es un operador del gobierno federal,Seguridad,45,Hombre,Universidad,No
IGU-0143,2025-06-02,12:50,12:58,8.2,E01,Carlos Mendoza,1515,Muy satisfecho,Regular,Mucho,No sabe / No contesta,No,No aplica,Muy cercano,No sabe / No contesta,"Sí, con seguridad",No lo conozco bien,Programas sociales,73,Mujer,Preparatoria,Sí
IGU-0144,2025-06-02,15:52,16:05,13.6,E01,Carlos Mendoza,1506,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Educación,75,Mujer,Primaria,No
IGU-0145,2025-06-02,11:21,11:34,13.8,E01,Carlos Mendoza,1515,Regular,Muy satisfecho,Poco,"Sí, lo sabía",No,No aplica,Poco cercano,No sabe / No contesta,No,No lo conozco bien,Empleo / economía,54,Mujer,Preparatoria,Sí
IGU-0146,2025-06-02,15:23,15:38,15.3,E01,Carlos Mendoza,1491,Muy satisfecho,Insatisfecho,Mucho,No sabe / No contesta,Sí,Buena,Muy cercano,No,No,No lo conozco bien,Empleo / economía,60,Mujer,Universidad,No
IGU-0147,2025-06-02,16:02,16:11,9.3,E01,Carlos Mendoza,1515,Muy satisfecho,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,21,Hombre,Preparatoria,No
IGU-0148,2025-06-02,12:53,13:02,9.0,E48,Norma Estrada,1556,Muy satisfecho,Insatisfecho,Mucho,No lo sabía y no me interesa,Sí,Muy buena,Poco cercano,"Sí, totalmente",No sabe / No contesta,Es una persona de trabajo y territorio,Programas sociales,34,Hombre,Preparatoria,No
IGU-0149,2025-06-02,14:58,15:12,14.6,E48,Norma Estrada,1561,Regular,Satisfecho,Mucho,"Sí, lo sabía",Sí,Buena,Muy cercano,En parte,Probablemente no,Es un operador del gobierno federal,Seguridad,39,Mujer,Posgrado,Sí
IGU-0150,2025-06-02,09:45,09:58,13.9,E48,Norma Estrada,1489,Regular,Muy satisfecho,Mucho,No sabe / No contesta,Sí,Muy buena,Poco cercano,No,"Sí, con seguridad",No tengo una opinión clara,Seguridad,51,Mujer,Preparatoria,Sí
IGU-0151,2025-06-02,15:23,15:36,13.8,E48,Norma Estrada,1556,Muy satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Muy buena,Muy cercano,No,Probablemente no,Es un operador del gobierno federal,Infraestructura,38,Mujer,Secundaria,No
IGU-0152,2025-06-02,15:09,15:23,14.0,E48,Norma Estrada,1556,Satisfecho,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,Probablemente no,Es un operador del gobierno federal,Programas sociales,36,Mujer,Universidad,No
IGU-0153,2025-06-02,11:03,11:14,11.0,E48,Norma Estrada,1556,Satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,No sabe / No contesta,No sabe / No contesta,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,61,Hombre,Preparatoria,No
IGU-0154,2025-06-02,10:50,11:03,13.7,E17,Sergio Jiménez,1562,Muy satisfecho,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",Sí,Regular,Algo cercano,En parte,No,Es una persona de trabajo y territorio,Empleo / economía,57,Hombre,Primaria,Sí
IGU-0155,2025-06-02,10:19,10:32,13.9,E17,Sergio Jiménez,1562,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Poco cercano,"Sí, totalmente",No,No lo conozco bien,Educación,21,Hombre,Universidad,Sí
IGU-0156,2025-06-02,14:41,14:51,10.9,E17,Sergio Jiménez,1562,Regular,Regular,Mucho,No lo sabía y no me interesa,Sí,Regular,Muy cercano,No sabe / No contesta,Probablemente no,No lo conozco bien,Programas sociales,28,Hombre,Preparatoria,No
IGU-0157,2025-06-02,16:40,16:58,18.6,E17,Sergio Jiménez,1562,Muy satisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Regular,Poco cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,54,Hombre,Secundaria,No
IGU-0158,2025-06-02,09:59,10:13,14.4,E17,Sergio Jiménez,1562,Muy satisfecho,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Salud,72,Hombre,Universidad,No
IGU-0159,2025-06-02,11:07,11:16,9.4,E17,Sergio Jiménez,1562,Satisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Buena,Algo cercano,No sabe / No contesta,"Sí, con seguridad",No lo conozco bien,Infraestructura,43,Hombre,Preparatoria,Sí
IGU-0160,2025-06-02,13:43,13:58,15.0,E17,Sergio Jiménez,1562,Satisfecho,Satisfecho,Mucho,No lo sabía y no me interesa,Sí,Regular,Algo cercano,En parte,No sabe / No contesta,No tengo una opinión clara,Educación,64,Mujer,Universidad,Sí
IGU-0161,2025-06-02,16:09,16:19,10.1,E30,Adrián Campos,1550,Satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,Sí,Buena,Poco cercano,En parte,"Sí, con seguridad",No tengo una opinión clara,Empleo / economía,21,Mujer,Primaria,Sí
IGU-0162,2025-06-02,13:26,13:41,15.4,E30,Adrián Campos,1509,Satisfecho,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,Probablemente no,Es un operador del gobierno federal,Programas sociales,21,Hombre,Posgrado,Sí
IGU-0163,2025-06-02,15:50,16:06,16.5,E30,Adrián Campos,1528,Satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,No sabe / No contesta,"Sí, totalmente",No,Es una persona de trabajo y territorio,Seguridad,46,Hombre,Secundaria,Sí
IGU-0164,2025-06-02,11:37,11:47,10.5,E30,Adrián Campos,1528,Satisfecho,Regular,Mucho,No lo sabía y no me interesa,Sí,Buena,Poco cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,63,Hombre,Secundaria,Sí
IGU-0165,2025-06-02,10:29,10:44,15.9,E30,Adrián Campos,1528,Muy satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Buena,Algo cercano,No sabe / No contesta,"Sí, con seguridad",Es una persona de trabajo y territorio,Educación,32,Hombre,Universidad,Sí
IGU-0166,2025-06-02,13:58,14:12,14.2,E30,Adrián Campos,1528,Satisfecho,Insatisfecho,Mucho,No sabe / No contesta,No,No aplica,Muy cercano,En parte,No,Es una persona de trabajo y territorio,Educación,69,Hombre,Primaria,Sí
IGU-0167,2025-06-02,09:15,09:30,15.5,E19,José Salinas,1562,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,Sí,Buena,Algo cercano,"Sí, totalmente",Probablemente no,No lo conozco bien,Programas sociales,49,Hombre,Preparatoria,Sí
IGU-0168,2025-06-02,10:42,11:00,18.7,E19,José Salinas,1562,Satisfecho,Regular,Mucho,No sabe / No contesta,Sí,Buena,Muy cercano,En parte,No,Es un operador del gobierno federal,Educación,40,Mujer,Preparatoria,Sí
IGU-0169,2025-06-02,09:15,09:27,12.3,E19,José Salinas,1520,Regular,Regular,Mucho,No sabe / No contesta,No,No aplica,Algo cercano,No,No sabe / No contesta,No tengo una opinión clara,Seguridad,60,Hombre,Preparatoria,No
IGU-0170,2025-06-02,10:52,11:02,10.7,E19,José Salinas,1562,Satisfecho,Insatisfecho,Mucho,No sabe / No contesta,No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,40,Mujer,Primaria,No
IGU-0171,2025-06-02,13:48,13:58,10.3,E19,José Salinas,1562,Insatisfecho,Regular,Poco,No sabe / No contesta,No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Programas sociales,19,Mujer,Primaria,No
IGU-0172,2025-06-02,15:07,15:17,10.6,E19,José Salinas,1562,Muy satisfecho,Regular,Poco,"Sí, lo sabía",Sí,Muy buena,Poco cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Empleo / economía,22,Hombre,Universidad,Sí
IGU-0173,2025-06-02,10:20,10:32,12.8,E19,José Salinas,1518,Regular,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Poco cercano,En parte,No sabe / No contesta,No lo conozco bien,Empleo / economía,60,Mujer,Secundaria,Sí
IGU-0174,2025-06-02,15:13,15:27,14.0,E19,José Salinas,1562,Muy satisfecho,Regular,Algo,No sabe / No contesta,Sí,Regular,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Programas sociales,58,Mujer,Universidad,Sí
IGU-0175,2025-06-02,10:25,10:38,13.8,E28,Daniel Peralta,1486,Satisfecho,Insatisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Programas sociales,40,Hombre,Primaria,Sí
IGU-0176,2025-06-02,10:25,10:40,15.5,E28,Daniel Peralta,1486,Regular,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,No sabe / No contesta,No lo conozco bien,Programas sociales,28,Hombre,Universidad,Sí
IGU-0177,2025-06-02,09:37,09:50,13.0,E28,Daniel Peralta,1513,Muy satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,No sabe / No contesta,No sabe / No contesta,Probablemente sí,No tengo una opinión clara,Salud,63,Hombre,Universidad,Sí
IGU-0178,2025-06-02,09:51,10:08,17.4,E28,Daniel Peralta,1486,Muy satisfecho,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Algo cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,53,Mujer,Secundaria,Sí
IGU-0179,2025-06-02,14:38,14:50,12.2,E28,Daniel Peralta,1486,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Regular,No sabe / No contesta,En parte,"Sí, con seguridad",No lo conozco bien,Empleo / economía,75,Mujer,Primaria,Sí
IGU-0180,2025-06-02,12:48,13:09,21.2,E28,Daniel Peralta,1528,Muy satisfecho,Satisfecho,Mucho,No lo sabía y no me interesa,Sí,Regular,Muy cercano,No,"Sí, con seguridad",No lo conozco bien,Educación,44,Mujer,Preparatoria,Sí
IGU-0181,2025-06-02,12:34,12:48,14.9,E28,Daniel Peralta,1486,Insatisfecho,Regular,Nada,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,54,Mujer,Universidad,No
IGU-0182,2025-06-02,15:27,15:37,10.4,E28,Daniel Peralta,1486,Satisfecho,Insatisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Muy cercano,"Sí, totalmente",No,Es una persona de trabajo y territorio,Educación,27,Mujer,Secundaria,No
IGU-0183,2025-06-02,12:18,12:27,9.8,E28,Daniel Peralta,1486,Satisfecho,Satisfecho,Poco,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Muy cercano,No,Probablemente no,No lo conozco bien,Seguridad,27,Hombre,Preparatoria,No
IGU-0184,2025-06-02,13:48,14:02,14.4,E28,Daniel Peralta,1486,Regular,Regular,Poco,No sabe / No contesta,No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente no,Es un operador del gobierno federal,Empleo / economía,29,Hombre,Primaria,Sí
IGU-0185,2025-06-02,16:35,16:47,12.3,E28,Daniel Peralta,1486,Regular,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,En parte,No,Es una persona de trabajo y territorio,Educación,72,Mujer,Primaria,No
